sequence_identifier;Domain;Phylum;Class;Order;Family;Genus
OTU_1;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;
OTU_2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_3;Unclassified;;;;;
OTU_4;Unclassified;;;;;
OTU_5;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_6;Unclassified;;;;;
OTU_7;Unclassified;;;;;
OTU_8;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;;
OTU_9;Unclassified;;;;;
OTU_10;Unclassified;;;;;
OTU_11;Unclassified;;;;;
OTU_12;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;
OTU_13;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_14;Unclassified;;;;;
OTU_15;Unclassified;;;;;
OTU_16;Bacteria;Actinobacteriota;Actinobacteria;PeM15;;
OTU_17;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;
OTU_18;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
OTU_19;Unclassified;;;;;
OTU_20;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;
OTU_21;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured
OTU_22;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_23;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_24;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_25;Unclassified;;;;;
OTU_26;Unclassified;;;;;
OTU_27;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;
OTU_28;Unclassified;;;;;
OTU_29;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;
OTU_30;Unclassified;;;;;
OTU_31;Unclassified;;;;;
OTU_32;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_33;Unclassified;;;;;
OTU_34;Unclassified;;;;;
OTU_35;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
OTU_36;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured
OTU_37;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_38;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_39;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_40;Unclassified;;;;;
OTU_41;Unclassified;;;;;
OTU_42;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_43;Unclassified;;;;;
OTU_44;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_45;Unclassified;;;;;
OTU_46;Unclassified;;;;;
OTU_47;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_48;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_49;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_50;Unclassified;;;;;
OTU_51;Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter
OTU_52;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_53;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307
OTU_54;Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;;
OTU_55;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
OTU_56;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;Kangiella
OTU_57;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;
OTU_58;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium
OTU_59;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_60;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_61;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;
OTU_62;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium
OTU_63;Unclassified;;;;;
OTU_64;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio
OTU_65;Unclassified;;;;;
OTU_66;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_67;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_68;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_69;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;
OTU_70;Unclassified;;;;;
OTU_71;Unclassified;;;;;
OTU_72;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_73;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius
OTU_74;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_75;Unclassified;;;;;
OTU_76;Bacteria;Planctomycetota;OM190;;;
OTU_77;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiella
OTU_78;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured
OTU_79;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;
OTU_80;Unclassified;;;;;
OTU_81;Unclassified;;;;;
OTU_82;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina
OTU_83;Unclassified;;;;;
OTU_84;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_85;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_86;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas
OTU_87;Unclassified;;;;;
OTU_88;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_89;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_90;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_91;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_92;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_93;Unclassified;;;;;
OTU_94;Unclassified;;;;;
OTU_95;Bacteria;Myxococcota;Polyangia;;;
OTU_96;Unclassified;;;;;
OTU_97;Unclassified;;;;;
OTU_98;Unclassified;;;;;
OTU_99;Unclassified;;;;;
OTU_100;Unclassified;;;;;
OTU_101;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma
OTU_102;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured
OTU_103;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_104;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
OTU_105;Unclassified;;;;;
OTU_106;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_107;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
OTU_108;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_109;Unclassified;;;;;
OTU_110;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;
OTU_111;Unclassified;;;;;
OTU_112;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_113;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_114;Unclassified;;;;;
OTU_115;Unclassified;;;;;
OTU_116;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_117;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_118;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;
OTU_119;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;
OTU_120;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster
OTU_121;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_122;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma
OTU_123;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_124;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;
OTU_125;Unclassified;;;;;
OTU_126;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;
OTU_127;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_128;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;
OTU_129;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured
OTU_130;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Luminiphilus
OTU_131;Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;;
OTU_132;Unclassified;;;;;
OTU_133;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;
OTU_134;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;
OTU_135;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_136;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_137;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_138;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_139;Unclassified;;;;;
OTU_140;Unclassified;;;;;
OTU_141;Unclassified;;;;;
OTU_142;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;
OTU_143;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa
OTU_144;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;
OTU_145;Unclassified;;;;;
OTU_146;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
OTU_147;Unclassified;;;;;
OTU_148;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_149;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium
OTU_150;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;
OTU_151;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured
OTU_152;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;uncultured
OTU_153;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_154;Bacteria;NB1-j;;;;
OTU_155;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma
OTU_156;Unclassified;;;;;
OTU_157;Unclassified;;;;;
OTU_158;Unclassified;;;;;
OTU_159;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina
OTU_160;Unclassified;;;;;
OTU_161;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina
OTU_162;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella
OTU_163;Unclassified;;;;;
OTU_164;Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus Tenderia
OTU_165;Unclassified;;;;;
OTU_166;Unclassified;;;;;
OTU_167;Unclassified;;;;;
OTU_168;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_169;Unclassified;;;;;
OTU_170;Unclassified;;;;;
OTU_171;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_172;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;
OTU_173;Unclassified;;;;;
OTU_174;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ahrensia
OTU_175;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus
OTU_176;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_177;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured
OTU_178;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_179;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_180;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;;
OTU_181;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_182;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_183;Unclassified;;;;;
OTU_184;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;
OTU_185;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_186;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;
OTU_187;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_188;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_189;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_190;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_191;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_192;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_193;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_194;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_195;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium
OTU_196;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;
OTU_197;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;
OTU_198;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_199;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_200;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_201;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;
OTU_202;Unclassified;;;;;
OTU_203;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_204;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;
OTU_205;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;Desulfococcus
OTU_206;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;;
OTU_207;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
OTU_208;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Rubinisphaera
OTU_209;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured
OTU_210;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;
OTU_211;Unclassified;;;;;
OTU_212;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_213;Unclassified;;;;;
OTU_214;Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera
OTU_215;Bacteria;Latescibacterota;;;;
OTU_216;Bacteria;Chloroflexi;Anaerolineae;SBR1031;;
OTU_217;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_218;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured
OTU_219;Unclassified;;;;;
OTU_220;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_221;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
OTU_222;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina
OTU_223;Unclassified;;;;;
OTU_224;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa
OTU_225;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_226;Unclassified;;;;;
OTU_227;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_228;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_229;Unclassified;;;;;
OTU_230;Unclassified;;;;;
OTU_231;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_232;Unclassified;;;;;
OTU_233;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_234;Unclassified;;;;;
OTU_235;Unclassified;;;;;
OTU_236;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_237;Unclassified;;;;;
OTU_238;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3
OTU_239;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
OTU_240;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
OTU_241;Unclassified;;;;;
OTU_242;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;
OTU_243;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
OTU_244;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_245;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;
OTU_246;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_247;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_248;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_249;Unclassified;;;;;
OTU_250;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Halioglobus
OTU_251;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;Aliikangiella
OTU_252;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_253;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_254;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_255;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;
OTU_256;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_257;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured
OTU_258;Unclassified;;;;;
OTU_259;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;;
OTU_260;Unclassified;;;;;
OTU_261;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured
OTU_262;Unclassified;;;;;
OTU_263;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium
OTU_264;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios
OTU_265;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;
OTU_266;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_267;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_268;Bacteria;NB1-j;;;;
OTU_269;Unclassified;;;;;
OTU_270;Unclassified;;;;;
OTU_271;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_272;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas
OTU_273;Unclassified;;;;;
OTU_274;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_275;Unclassified;;;;;
OTU_276;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured
OTU_277;Unclassified;;;;;
OTU_278;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured
OTU_279;Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;;
OTU_280;Unclassified;;;;;
OTU_281;Bacteria;SAR324 clade(Marine group B);;;;
OTU_282;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured
OTU_283;Unclassified;;;;;
OTU_284;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_285;Unclassified;;;;;
OTU_286;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured
OTU_287;Unclassified;;;;;
OTU_288;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_289;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_290;Unclassified;;;;;
OTU_291;Bacteria;Planctomycetota;OM190;;;
OTU_292;Unclassified;;;;;
OTU_293;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_294;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_295;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus
OTU_296;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;
OTU_297;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
OTU_298;Unclassified;;;;;
OTU_299;Unclassified;;;;;
OTU_300;Bacteria;Planctomycetota;Phycisphaerae;CCM11a;;
OTU_301;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_302;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_303;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_304;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_305;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_306;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_307;Unclassified;;;;;
OTU_308;Unclassified;;;;;
OTU_309;Unclassified;;;;;
OTU_310;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_311;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella
OTU_312;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_313;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;uncultured
OTU_314;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_315;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_316;Unclassified;;;;;
OTU_317;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_318;Unclassified;;;;;
OTU_319;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_320;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_321;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_322;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
OTU_323;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade
OTU_324;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group
OTU_325;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio
OTU_326;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
OTU_327;Unclassified;;;;;
OTU_328;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_329;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_330;Bacteria;;;;;
OTU_331;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_332;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_333;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum
OTU_334;Unclassified;;;;;
OTU_335;Unclassified;;;;;
OTU_336;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter
OTU_337;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Phaeocystidibacter
OTU_338;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
OTU_339;Unclassified;;;;;
OTU_340;Unclassified;;;;;
OTU_341;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_342;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_343;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea
OTU_344;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_345;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_346;Bacteria;Planctomycetota;Pla4 lineage;;;
